Repository,Tag Name,Release Name,Published At,Author,Is Prerelease,Year,Month,Week Number,Day of Week
daangn/stackflow,@stackflow/plugin-basic-ui@1.9.2,@stackflow/plugin-basic-ui@1.9.2,2024-09-03T05:28:39.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.15,@stackflow/plugin-google-analytics-4@1.1.15,2024-09-03T05:28:42.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.11,@stackflow/plugin-map-initial-activity@1.0.11,2024-09-03T05:28:46.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/plugin-preload@1.4.2,@stackflow/plugin-preload@1.4.2,2024-09-03T05:28:48.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.13,@stackflow/plugin-renderer-basic@1.1.13,2024-09-03T05:28:52.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/react-ui-core@1.1.2,@stackflow/react-ui-core@1.1.2,2024-09-03T05:28:55.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.13,@stackflow/plugin-renderer-web@1.1.13,2024-09-03T05:28:57.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/react@1.3.2,@stackflow/react@1.3.2,2024-09-03T05:29:01.000Z,github-actions[bot],false,2024,9,36,2
daangn/stackflow,@stackflow/plugin-basic-ui@1.10.0,@stackflow/plugin-basic-ui@1.10.0,2024-09-11T07:08:36.000Z,github-actions[bot],false,2024,9,37,3
daangn/stackflow,@stackflow/config@1.2.0,@stackflow/config@1.2.0,2024-09-26T06:24:48.000Z,github-actions[bot],false,2024,9,39,4
daangn/stackflow,@stackflow/plugin-history-sync@1.7.0,@stackflow/plugin-history-sync@1.7.0,2024-09-26T06:24:51.000Z,github-actions[bot],false,2024,9,39,4
daangn/stackflow,@stackflow/link@1.5.0,@stackflow/link@1.5.0,2024-09-26T06:24:54.000Z,github-actions[bot],false,2024,9,39,4
daangn/stackflow,@stackflow/react@1.4.0,@stackflow/react@1.4.0,2024-09-26T06:24:57.000Z,github-actions[bot],false,2024,9,39,4
daangn/stackflow,@stackflow/plugin-preload@1.4.3,@stackflow/plugin-preload@1.4.3,2024-09-26T06:25:00.000Z,github-actions[bot],false,2024,9,39,4
daangn/stackflow,@stackflow/react@1.4.1,@stackflow/react@1.4.1,2024-10-23T05:42:16.000Z,github-actions[bot],false,2024,10,43,3
daangn/stackflow,@stackflow/link@1.6.0,@stackflow/link@1.6.0,2024-11-08T01:57:26.000Z,github-actions[bot],false,2024,11,45,5
daangn/stackflow,@stackflow/plugin-basic-ui@1.10.1,@stackflow/plugin-basic-ui@1.10.1,2024-11-19T10:39:01.000Z,github-actions[bot],false,2024,11,47,2
daangn/stackflow,@stackflow/plugin-basic-ui@1.11.0,@stackflow/plugin-basic-ui@1.11.0,2024-12-18T07:57:52.000Z,github-actions[bot],false,2024,12,51,3
daangn/stackflow,@stackflow/react-ui-core@1.2.0,@stackflow/react-ui-core@1.2.0,2024-12-18T07:57:55.000Z,github-actions[bot],false,2024,12,51,3
daangn/stackflow,@stackflow/react-ui-core@1.2.1,@stackflow/react-ui-core@1.2.1,2024-12-18T12:26:00.000Z,github-actions[bot],false,2024,12,51,3
daangn/stackflow,@stackflow/plugin-basic-ui@1.11.1,@stackflow/plugin-basic-ui@1.11.1,2024-12-18T14:29:36.000Z,github-actions[bot],false,2024,12,51,3
daangn/stackflow,@stackflow/config@1.2.1,@stackflow/config@1.2.1,2025-01-22T12:13:08.000Z,github-actions[bot],false,2025,1,4,3
daangn/stackflow,@stackflow/core@1.1.1,@stackflow/core@1.1.1,2025-01-22T12:13:10.000Z,github-actions[bot],false,2025,1,4,3
daangn/stackflow,@stackflow/link@1.6.1,@stackflow/link@1.6.1,2025-01-22T12:13:13.000Z,github-actions[bot],false,2025,1,4,3
daangn/stackflow,@stackflow/react@1.4.2,@stackflow/react@1.4.2,2025-01-22T12:13:17.000Z,github-actions[bot],false,2025,1,4,3
daangn/stackflow,@stackflow/plugin-history-sync@1.7.1,@stackflow/plugin-history-sync@1.7.1,2025-01-22T12:13:19.000Z,github-actions[bot],false,2025,1,4,3
daangn/stackflow,@stackflow/core@1.2.0,@stackflow/core@1.2.0,2025-02-14T02:06:54.000Z,github-actions[bot],false,2025,2,7,5
daangn/stackflow,@stackflow/react@1.5.0,@stackflow/react@1.5.0,2025-02-14T02:06:57.000Z,github-actions[bot],false,2025,2,7,5
daangn/stackflow,@stackflow/plugin-basic-ui@1.12.0,@stackflow/plugin-basic-ui@1.12.0,2025-02-14T02:07:00.000Z,github-actions[bot],false,2025,2,7,5
daangn/stackflow,@stackflow/react@1.5.1,@stackflow/react@1.5.1,2025-02-24T11:45:06.000Z,github-actions[bot],false,2025,2,9,1
daangn/stackflow,@stackflow/plugin-basic-ui@1.13.0,@stackflow/plugin-basic-ui@1.13.0,2025-03-14T06:58:32.000Z,github-actions[bot],false,2025,3,11,5
daangn/stackflow,@stackflow/react-ui-core@1.2.2,@stackflow/react-ui-core@1.2.2,2025-03-14T06:58:35.000Z,github-actions[bot],false,2025,3,11,5
daangn/stackflow,@stackflow/plugin-basic-ui@1.13.1,@stackflow/plugin-basic-ui@1.13.1,2025-03-27T06:55:22.000Z,github-actions[bot],false,2025,3,13,4
daangn/stackflow,@stackflow/react-ui-core@1.2.3,@stackflow/react-ui-core@1.2.3,2025-03-27T06:55:24.000Z,github-actions[bot],false,2025,3,13,4
daangn/stackflow,@stackflow/plugin-basic-ui@1.14.0,@stackflow/plugin-basic-ui@1.14.0,2025-04-09T10:08:19.000Z,github-actions[bot],false,2025,4,15,3
daangn/stackflow,@stackflow/react-ui-core@1.3.0,@stackflow/react-ui-core@1.3.0,2025-04-09T10:08:22.000Z,github-actions[bot],false,2025,4,15,3
daangn/stackflow,@stackflow/react@1.5.2,@stackflow/react@1.5.2,2025-05-12T07:52:17.000Z,github-actions[bot],false,2025,5,20,1
daangn/stackflow,@stackflow/plugin-basic-ui@1.14.1,@stackflow/plugin-basic-ui@1.14.1,2025-05-15T09:07:59.000Z,github-actions[bot],false,2025,5,20,4
daangn/stackflow,@stackflow/react-ui-core@1.3.1,@stackflow/react-ui-core@1.3.1,2025-05-15T09:08:02.000Z,github-actions[bot],false,2025,5,20,4
daangn/stackflow,@stackflow/plugin-basic-ui@1.14.2,@stackflow/plugin-basic-ui@1.14.2,2025-05-29T08:08:56.000Z,github-actions[bot],false,2025,5,22,4
daangn/stackflow,@stackflow/react-ui-core@1.3.2,@stackflow/react-ui-core@1.3.2,2025-05-29T08:08:59.000Z,github-actions[bot],false,2025,5,22,4
daangn/seed-design,@karrotmarket/styled-components-theme@0.2.0,@karrotmarket/styled-components-theme@0.2.0,2021-10-15T11:46:42.000Z,github-actions[bot],false,2021,10,41,5
daangn/seed-design,@karrotmarket/react-theming@0.2.0,@karrotmarket/react-theming@0.2.0,2021-10-15T11:46:42.000Z,github-actions[bot],false,2021,10,41,5
daangn/seed-design,@karrotmarket/react-emotion-theme@0.4.0,@karrotmarket/react-emotion-theme@0.4.0,2021-10-15T11:46:42.000Z,github-actions[bot],false,2021,10,41,5
daangn/seed-design,@karrotmarket/design-token@0.2.0,@karrotmarket/design-token@0.2.0,2021-10-15T11:46:42.000Z,github-actions[bot],false,2021,10,41,5
daangn/seed-design,@karrotmarket/design-token@1.1.2,@karrotmarket/design-token@1.1.2,2022-03-10T03:08:12.000Z,github-actions[bot],false,2022,3,10,4
daangn/seed-design,@seed-design/stylesheet@1.0.1,@seed-design/stylesheet@1.0.1,2022-10-07T02:07:26.000Z,github-actions[bot],false,2022,10,40,5
daangn/seed-design,@seed-design/react-theming@2.0.0,@seed-design/react-theming@2.0.0,2022-11-18T07:58:05.000Z,github-actions[bot],false,2022,11,46,5
daangn/seed-design,@seed-design/react-theming@2.0.1,@seed-design/react-theming@2.0.1,2022-11-18T09:36:23.000Z,github-actions[bot],false,2022,11,46,5
daangn/seed-design,gatsby-plugin-seed-design@0.0.2,gatsby-plugin-seed-design@0.0.2,2022-11-24T06:33:05.000Z,github-actions[bot],false,2022,11,47,4
daangn/seed-design,@seed-design/react-theming@2.0.2,@seed-design/react-theming@2.0.2,2022-11-24T06:33:05.000Z,github-actions[bot],false,2022,11,47,4
daangn/seed-design,gatsby-plugin-seed-design@0.0.3,gatsby-plugin-seed-design@0.0.3,2022-11-24T09:10:45.000Z,github-actions[bot],false,2022,11,47,4
daangn/seed-design,@seed-design/react-theming@2.0.3,@seed-design/react-theming@2.0.3,2022-11-24T09:10:45.000Z,github-actions[bot],false,2022,11,47,4
daangn/seed-design,gatsby-plugin-seed-design@0.0.4,gatsby-plugin-seed-design@0.0.4,2022-11-25T05:33:23.000Z,github-actions[bot],false,2022,11,47,5
daangn/seed-design,@seed-design/react-theming@2.0.4,@seed-design/react-theming@2.0.4,2022-11-25T05:33:23.000Z,github-actions[bot],false,2022,11,47,5
daangn/seed-design,gatsby-plugin-seed-design@0.2.0,gatsby-plugin-seed-design@0.2.0,2022-11-25T08:36:23.000Z,github-actions[bot],false,2022,11,47,5
daangn/seed-design,@seed-design/react-theming@2.1.0,@seed-design/react-theming@2.1.0,2022-11-25T08:36:23.000Z,github-actions[bot],false,2022,11,47,5
daangn/seed-design,gatsby-plugin-seed-design@0.2.1,gatsby-plugin-seed-design@0.2.1,2022-11-29T07:35:55.000Z,github-actions[bot],false,2022,11,48,2
daangn/seed-design,@seed-design/react-theming@2.1.1,@seed-design/react-theming@2.1.1,2022-11-29T07:35:55.000Z,github-actions[bot],false,2022,11,48,2
daangn/seed-design,gatsby-plugin-seed-design@0.2.2,gatsby-plugin-seed-design@0.2.2,2022-12-08T08:58:25.000Z,github-actions[bot],false,2022,12,49,4
daangn/seed-design,@seed-design/react-theming@2.1.2,@seed-design/react-theming@2.1.2,2022-12-08T08:58:25.000Z,github-actions[bot],false,2022,12,49,4
daangn/seed-design,gatsby-plugin-seed-design@0.2.3,gatsby-plugin-seed-design@0.2.3,2022-12-08T09:58:03.000Z,github-actions[bot],false,2022,12,49,4
daangn/seed-design,gatsby-plugin-seed-design@0.2.4,gatsby-plugin-seed-design@0.2.4,2022-12-09T07:10:39.000Z,github-actions[bot],false,2022,12,49,5
daangn/seed-design,@seed-design/stylesheet@1.0.2,@seed-design/stylesheet@1.0.2,2022-12-09T07:10:39.000Z,github-actions[bot],false,2022,12,49,5
daangn/seed-design,gatsby-plugin-seed-design@0.2.5,gatsby-plugin-seed-design@0.2.5,2023-01-18T05:12:49.000Z,github-actions[bot],false,2023,1,3,3
daangn/seed-design,@seed-design/stylesheet@1.0.3,@seed-design/stylesheet@1.0.3,2023-01-18T05:12:49.000Z,github-actions[bot],false,2023,1,3,3
daangn/seed-design,@seed-design/icon@0.0.1,@seed-design/icon@0.0.1,2023-02-08T15:05:14.000Z,github-actions[bot],false,2023,2,6,4
daangn/seed-design,@seed-design/icon@0.0.2,@seed-design/icon@0.0.2,2023-02-09T01:56:25.000Z,github-actions[bot],false,2023,2,6,4
daangn/seed-design,@seed-design/icon@0.0.3,@seed-design/icon@0.0.3,2023-02-09T03:50:51.000Z,github-actions[bot],false,2023,2,6,4
daangn/seed-design,@seed-design/icon@0.0.4,@seed-design/icon@0.0.4,2023-02-09T04:15:50.000Z,github-actions[bot],false,2023,2,6,4
daangn/seed-design,@seed-design/icon@0.0.5,@seed-design/icon@0.0.5,2023-02-09T05:05:18.000Z,github-actions[bot],false,2023,2,6,4
daangn/seed-design,@seed-design/icon@0.0.6,@seed-design/icon@0.0.6,2023-02-09T05:16:48.000Z,github-actions[bot],false,2023,2,6,4
daangn/seed-design,@seed-design/icon@0.0.7,@seed-design/icon@0.0.7,2023-02-13T05:31:33.000Z,github-actions[bot],false,2023,2,7,1
daangn/seed-design,@seed-design/icon@0.0.8,@seed-design/icon@0.0.8,2023-02-13T09:26:05.000Z,github-actions[bot],false,2023,2,7,1
daangn/seed-design,@seed-design/icon@0.1.0,@seed-design/icon@0.1.0,2023-02-14T12:27:10.000Z,github-actions[bot],false,2023,2,7,2
daangn/seed-design,@seed-design/icon@0.1.1,@seed-design/icon@0.1.1,2023-02-17T08:26:01.000Z,github-actions[bot],false,2023,2,7,5
daangn/seed-design,@seed-design/icon@0.1.2,@seed-design/icon@0.1.2,2023-02-17T09:53:33.000Z,github-actions[bot],false,2023,2,7,5
daangn/seed-design,@seed-design/icon@0.1.4,@seed-design/icon@0.1.4,2023-02-20T06:52:05.000Z,github-actions[bot],false,2023,2,8,1
daangn/seed-design,@seed-design/icon@0.1.5,@seed-design/icon@0.1.5,2023-02-20T09:25:40.000Z,github-actions[bot],false,2023,2,8,1
daangn/seed-design,@seed-design/icon@0.1.6,@seed-design/icon@0.1.6,2023-02-20T09:43:48.000Z,github-actions[bot],false,2023,2,8,1
daangn/seed-design,@seed-design/icon@0.1.7,@seed-design/icon@0.1.7,2023-02-21T04:33:20.000Z,github-actions[bot],false,2023,2,8,2
daangn/seed-design,@seed-design/icon@0.1.8,@seed-design/icon@0.1.8,2023-02-23T06:01:48.000Z,github-actions[bot],false,2023,2,8,4
daangn/seed-design,@seed-design/icon@0.1.10,@seed-design/icon@0.1.10,2023-03-09T02:38:20.000Z,github-actions[bot],false,2023,3,10,4
daangn/seed-design,@seed-design/icon@0.1.11,@seed-design/icon@0.1.11,2023-03-10T14:36:00.000Z,github-actions[bot],false,2023,3,10,5
daangn/seed-design,@seed-design/icon@0.1.12,@seed-design/icon@0.1.12,2023-03-10T16:15:35.000Z,github-actions[bot],false,2023,3,10,6
daangn/seed-design,@seed-design/icon@0.1.13,@seed-design/icon@0.1.13,2023-03-11T00:30:52.000Z,github-actions[bot],false,2023,3,10,6
daangn/seed-design,@seed-design/design-token@1.0.1,@seed-design/design-token@1.0.1,2023-04-14T10:53:23.000Z,github-actions[bot],false,2023,4,15,5
daangn/seed-design,@seed-design/icon@0.2.0,@seed-design/icon@0.2.0,2023-04-19T06:19:40.000Z,github-actions[bot],false,2023,4,16,3
daangn/seed-design,@seed-design/icon@0.2.1,@seed-design/icon@0.2.1,2023-04-19T08:21:33.000Z,github-actions[bot],false,2023,4,16,3
daangn/seed-design,gatsby-plugin-seed-design@0.2.6,gatsby-plugin-seed-design@0.2.6,2023-04-25T06:45:41.000Z,github-actions[bot],false,2023,4,17,2
daangn/seed-design,@seed-design/design-token@1.0.3,@seed-design/design-token@1.0.3,2023-05-23T08:09:37.000Z,github-actions[bot],false,2023,5,21,2
daangn/seed-design,@seed-design/icon-deprecated@0.2.1,@seed-design/icon-deprecated@0.2.1,2023-07-05T08:43:32.000Z,github-actions[bot],false,2023,7,27,3
daangn/seed-design,gatsby-plugin-seed-design@0.2.7,gatsby-plugin-seed-design@0.2.7,2023-07-17T08:03:28.000Z,github-actions[bot],false,2023,7,29,1
daangn/seed-design,@seed-design/react-theming@2.1.4,@seed-design/react-theming@2.1.4,2023-07-31T06:36:20.000Z,github-actions[bot],false,2023,7,31,1
daangn/seed-design,@seed-design/stylesheet@1.0.4,@seed-design/stylesheet@1.0.4,2024-01-29T04:00:36.000Z,github-actions[bot],false,2024,1,5,1
daangn/seed-design,@seed-design/react-checkbox@0.0.1-rc.0,@seed-design/react-checkbox@0.0.1-rc.0,2025-02-18T17:13:40.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-dialog@0.0.1-rc.0,@seed-design/react-dialog@0.0.1-rc.0,2025-02-18T17:13:43.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/css@0.0.1-rc.0,@seed-design/css@0.0.1-rc.0,2025-02-18T17:13:46.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-popover@0.0.1-rc.0,@seed-design/react-popover@0.0.1-rc.0,2025-02-18T17:13:49.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-progress@0.0.1-rc.0,@seed-design/react-progress@0.0.1-rc.0,2025-02-18T17:13:52.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-pull-to-refresh@0.0.1-rc.0,@seed-design/react-pull-to-refresh@0.0.1-rc.0,2025-02-18T17:13:56.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-radio-group@0.0.1-rc.0,@seed-design/react-radio-group@0.0.1-rc.0,2025-02-18T17:13:58.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-segmented-control@0.0.1-rc.0,@seed-design/react-segmented-control@0.0.1-rc.0,2025-02-18T17:14:01.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-switch@0.0.1-rc.0,@seed-design/react-switch@0.0.1-rc.0,2025-02-18T17:14:04.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-tabs@0.0.1-rc.0,@seed-design/react-tabs@0.0.1-rc.0,2025-02-18T17:14:07.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-text-field@0.0.1-rc.0,@seed-design/react-text-field@0.0.1-rc.0,2025-02-18T17:14:10.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-toggle@0.0.1-rc.0,@seed-design/react-toggle@0.0.1-rc.0,2025-02-18T17:14:13.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-snackbar@0.0.1-rc.0,@seed-design/react-snackbar@0.0.1-rc.0,2025-02-18T17:14:16.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react-avatar@0.0.1-rc.0,@seed-design/react-avatar@0.0.1-rc.0,2025-02-18T17:14:19.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/stackflow@0.0.1-rc.0,@seed-design/stackflow@0.0.1-rc.0,2025-02-18T17:14:22.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react@0.0.1-rc.0,@seed-design/react@0.0.1-rc.0,2025-02-18T17:14:25.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/react@0.0.1-rc.1,@seed-design/react@0.0.1-rc.1,2025-02-18T17:29:03.000Z,github-actions[bot],true,2025,2,8,3
daangn/seed-design,@seed-design/codemod@0.0.12-rc.0,@seed-design/codemod@0.0.12-rc.0,2025-02-20T02:57:59.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/migration-index@0.0.1-rc.0,@seed-design/migration-index@0.0.1-rc.0,2025-02-20T02:58:02.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/codemod@0.0.12-rc.1,@seed-design/codemod@0.0.12-rc.1,2025-02-20T03:25:04.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/codemod@0.0.12-rc.2,@seed-design/codemod@0.0.12-rc.2,2025-02-20T03:38:17.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/css@0.0.1-rc.1,@seed-design/css@0.0.1-rc.1,2025-02-20T06:47:17.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/codemod@0.0.12-rc.3,@seed-design/codemod@0.0.12-rc.3,2025-02-20T06:47:20.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/stackflow@0.0.1-rc.1,@seed-design/stackflow@0.0.1-rc.1,2025-02-20T06:47:23.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/react@0.0.1-rc.2,@seed-design/react@0.0.1-rc.2,2025-02-20T06:47:26.000Z,github-actions[bot],true,2025,2,8,4
daangn/seed-design,@seed-design/cli@0.0.1,@seed-design/cli@0.0.1,2025-02-24T21:16:04.000Z,github-actions[bot],false,2025,2,9,2
daangn/seed-design,@seed-design/codemod@0.0.12,@seed-design/codemod@0.0.12,2025-02-24T21:16:06.000Z,github-actions[bot],false,2025,2,9,2
daangn/seed-design,@seed-design/migration-index@0.0.1,@seed-design/migration-index@0.0.1,2025-02-24T21:16:09.000Z,github-actions[bot],false,2025,2,9,2
